"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","Total.visits","TOTAL.TIME","variable","value","poll.sp","v.d","ord.v","log.vd","sqrt.vd"
"177","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT1","HP9","H",9,1,2.19722457733622,3
"178","KD5D_",23,1,2018,"3_","8_",912,16.22,19.79,2.82,48,2,"KD5D_3_8_912","V","Mixed",9,188,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"179","KD5D_",23,1,2018,"3_","8_",913,13.26,15.11,1.06,16,1,"KD5D_3_8_913","V","Mixed",8,32,"VISIT1","HP4","H",4,1,1.38629436111989,2
"180","KD5D_",23,1,2018,"3_","14_",914,6.32,8.05,0.11,19,1,"KD5D_3_14_914","V","SB",7,58,"VISIT1","SP7","S",7,1,1.94591014905531,2.64575131106459
"181","KD5D_",23,1,2018,"3_","14_",915,11.52,9.99,0.42,51,1,"KD5D_3_14_915","V","SB",3,41,"VISIT1","SP9","S",9,1,2.19722457733622,3
"182","KD5D_",23,1,2018,"3_","14_",916,11.93,10.01,0.52,60,1,"KD5D_3_14_916","V","Mixed",10,120,"VISIT1","SP7","S",7,1,1.94591014905531,2.64575131106459
"183","KD5D_",23,1,2018,"3_","14_",917,9.65,10.04,0.3,41,1,"KD5D_3_14_917","V","HB",2,18,"VISIT1","HP6","H",6,1,1.79175946922805,2.44948974278318
"184","KD5D_",23,1,2018,"3_","14_",918,12.8,10.74,0.63,74,1,"KD5D_3_14_918","V","Mixed",6,35,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"185","KD6D_",24,1,2018,"30_","1_",919,21.48,16.29,2.55,63,1,"KD6D_30_1_919","V","Mixed",5,72,"VISIT1","SP6","S",6,1,1.79175946922805,2.44948974278318
"186","KD6D_",24,1,2018,"30_","1_",920,18.39,19.5,2.78,74,2,"KD6D_30_1_920","V","HB",1,22,"VISIT1","HP22","H",22,1,3.09104245335832,4.69041575982343
"187","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT1","HP11","H",11,1,2.39789527279837,3.3166247903554
"188","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT1","HP3","H",3,1,1.09861228866811,1.73205080756888
"189","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"191","KD6D_",24,1,2018,"28_","4_",933,13.59,11.38,0.81,57,2,"KD6D_28_4_933","V","HB",9,49,"VISIT1","HP3","H",3,1,1.09861228866811,1.73205080756888
"192","KD6D_",24,1,2018,"28_","4_",934,14.69,11.5,1.01,73,2,"KD6D_28_4_934","V","Mixed",6,124,"VISIT1","HP24","H",24,1,3.17805383034795,4.89897948556636
"193","KD6D_",24,1,2018,"28_","4_",935,14.04,11.91,1.06,69,2,"KD6D_28_4_935","V","Mixed",8,85,"VISIT1","HP6","H",6,1,1.79175946922805,2.44948974278318
"194","KD6D_",24,1,2018,"28_","8_",936,20.24,18.43,3.15,103,3,"KD6D_28_8_936","V","Mixed",7,44,"VISIT1","HP3","H",3,1,1.09861228866811,1.73205080756888
"195","KD6D_",24,1,2018,"28_","8_",937,21.31,18.36,3.07,103,2,"KD6D_28_8_937","V","Mixed",6,41,"VISIT1","SP8","S",8,1,2.07944154167984,2.82842712474619
"196","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT1","HP4","H",4,1,1.38629436111989,2
"197","KD6D_",24,1,2018,"28_","8_",939,21.27,17.5,3.43,109,3,"KD6D_28_8_939","V","Mixed",8,102,"VISIT1","HP9","H",9,1,2.19722457733622,3
"198","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT1","HP18","H",18,1,2.89037175789616,4.24264068711928
"199","KD6D_",24,1,2018,"28_","11_",941,6.13,7.4,0.06,10,1,"KD6D_28_11_941","V","HB",5,31,"VISIT1","HP16","H",16,1,2.77258872223978,4
"200","KD6D_",24,1,2018,"28_","11_",942,5.93,6.53,0.05,6,1,"KD6D_28_11_942","V","HB",8,56,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"201","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"202","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT1","SP2","S",2,1,0.693147180559945,1.4142135623731
"203","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed",11,82,"VISIT1","SP9","S",9,1,2.19722457733622,3
"204","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed",11,104,"VISIT1","SP9","S",9,1,2.19722457733622,3
"205","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"206","KD6D_",24,1,2018,"25_","1_",952,21.01,19.77,4.08,109,2,"KD6D_25_1_952","V","Mixed",7,102,"VISIT1","HP10","H",10,1,2.30258509299405,3.16227766016838
"207","KD6D_",24,1,2018,"25_","1_",953,20.41,18.75,3.62,68,2,"KD6D_25_1_953","V","Mixed",6,162,"VISIT1","HN138","H",138,1,4.92725368515721,11.7473401244707
"208","KD6D_",24,1,2018,"20_","8_",959,23.54,21.1,4.2,104,3,"KD6D_20_8_959","V","HB",5,71,"VISIT1","HP5","H",5,1,1.6094379124341,2.23606797749979
"209","KD6D_",24,1,2018,"20_","8_",960,12.21,20.14,1.33,29,1,"KD6D_20_8_960","V","HB",9,43,"VISIT1","HP1","H",1,1,0,1
"210","KD6D_",24,1,2018,"20_","8_",961,23.97,20.79,4.68,103,3,"KD6D_20_8_961","V","HB",6,17,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"211","KD6D_",24,1,2018,"20_","8_",962,24.43,21.98,4.7,106,2,"KD6D_20_8_962","V","HB",6,167,"VISIT1","HP5","H",5,1,1.6094379124341,2.23606797749979
"213","KD8_",24,1,2018,"1_","3_",964,16.21,16.09,2.05,62,1,"KD8_1_3_964","V","HB",10,87,"VISIT1","HN41","H",41,1,3.71357206670431,6.40312423743285
"214","KD8_",24,1,2018,"1_","3_",965,19.3,16.46,2.7,73,2,"KD8_1_3_965","V","Mixed",11,112,"VISIT1","HN43","H",43,1,3.76120011569356,6.557438524302
"215","KD8_",24,1,2018,"5_","3_",966,20.39,21.53,4.11,82,2,"KD8_5_3_966","V","HB",8,133,"VISIT1","HP5","H",5,1,1.6094379124341,2.23606797749979
"217","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"218","KD8_",24,1,2018,"5_","3_",969,20.72,21.02,4.47,100,3,"KD8_5_3_969","V","HB",10,66,"VISIT1","HP14","H",14,1,2.63905732961526,3.74165738677394
"219","KD8_",24,1,2018,"5_","8_",970,13.7,14.97,1.53,49,1,"KD8_5_8_970","V","HB",7,172,"VISIT1","HP62","H",62,1,4.12713438504509,7.87400787401181
"220","KD6C_",24,1,2018,"11_","5_",972,17.59,15.08,2.21,81,2,"KD6C_11_5_972","V","HB",5,105,"VISIT1","HN90","H",90,1,4.49980967033027,9.48683298050514
"221","KD6C_",24,1,2018,"11_","5_",973,16.14,13.49,1.45,89,3,"KD6C_11_5_973","V","HB",2,61,"VISIT1","HP27","H",27,1,3.29583686600433,5.19615242270663
"222","KD6C_",24,1,2018,"11_","5_",974,16.02,13.48,1.49,78,2,"KD6C_11_5_974","V","HB",7,79,"VISIT1","HN24","H",24,1,3.17805383034795,4.89897948556636
"223","KD6C_",24,1,2018,"11_","5_",975,16.5,14.06,1.84,89,1,"KD6C_11_5_975","V","HB",4,185,"VISIT1","HN122","H",122,1,4.80402104473326,11.0453610171873
"224","KD6C_",24,1,2018,"11_","5_",976,15.98,15.2,2.09,72,2,"KD6C_11_5_976","V","HB",4,72,"VISIT1","HN26","H",26,1,3.25809653802148,5.09901951359278
"225","KD5D_",24,1,2018,"3_","7_",977,20.55,17.99,2.99,113,2,"KD5D_3_7_977","V","HB",7,112,"VISIT1","HP38","H",38,1,3.63758615972639,6.16441400296898
"227","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT1","HP17","H",17,1,2.83321334405622,4.12310562561766
"228","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT1","SP6","S",6,1,1.79175946922805,2.44948974278318
"230","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT1","SP23","S",23,1,3.13549421592915,4.79583152331272
"231","KD5C_",25,1,2018,"30_","1_",983,7.97,11.98,0.28,24,1,"KD5C_30_1_983","V","Mixed",5,93,"VISIT1","SP8","S",8,1,2.07944154167984,2.82842712474619
"232","KD5C_",25,1,2018,"30_","1_",984,11.69,12.52,0.78,47,1,"KD5C_30_1_984","V","HB",5,78,"VISIT1","HP9","H",9,1,2.19722457733622,3
"233","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT1","SP12","S",12,1,2.484906649788,3.46410161513775
"234","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT1","HP11","H",11,1,2.39789527279837,3.3166247903554
"235","KD5C_",25,1,2018,"30_","5_",987,18.33,17.94,2.22,53,1,"KD5C_30_5_987","V","Mixed",7,122,"VISIT1","SP3","S",3,1,1.09861228866811,1.73205080756888
"236","KD5C_",25,1,2018,"30_","5_",988,16.8,16.73,2.23,57,2,"KD5C_30_5_988","V","Mixed",9,96,"VISIT1","HP21","H",21,1,3.04452243772342,4.58257569495584
"237","KD5C_",25,1,2018,"30_","5_",989,17.88,18.89,2.98,64,1,"KD5C_30_5_989","V","Mixed",10,67,"VISIT1","HP11","H",11,1,2.39789527279837,3.3166247903554
"238","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT1","SN29","S",29,1,3.36729582998647,5.3851648071345
"239","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT1","SP1","S",1,1,0,1
"240","KD5C_",25,1,2018,"30_","7_",996,18.34,17,1.63,55,1,"KD5C_30_7_996","V","Mixed",6,189,"VISIT1","SP17","S",17,1,2.83321334405622,4.12310562561766
"243","KD5C_",25,1,2018,"25_","8_",999,19.34,16.85,2.32,101,3,"KD5C_25_8_999","V","Mixed",8,96,"VISIT1","SP6","S",6,1,1.79175946922805,2.44948974278318
"244","KD5C_",25,1,2018,"25_","8_",1000,19.95,17.55,2.88,112,3,"KD5C_25_8_1000","V","Mixed",6,120,"VISIT1","SP5","S",5,1,1.6094379124341,2.23606797749979
"245","KD5C_",25,1,2018,"25_","8_",1001,19.57,17.59,2.43,80,2,"KD5C_25_8_1001","V","SB",7,54,"VISIT1","SP11","S",11,1,2.39789527279837,3.3166247903554
"246","KD5C_",25,1,2018,"25_","8_",1002,20.45,18.03,2.81,94,3,"KD5C_25_8_1002","V","Mixed",9,68,"VISIT1","SP6","S",6,1,1.79175946922805,2.44948974278318
"247","KD6C_",25,1,2018,"8_","3_",1003,21.24,18.48,3.61,102,2,"KD6C_8_3_1003","V","HB",1,6,"VISIT1","HP6","H",6,1,1.79175946922805,2.44948974278318
"248","KD6C_",25,1,2018,"8_","3_",1004,18.04,17,2.45,101,2,"KD6C_8_3_1004","V","Mixed",7,152,"VISIT1","HP7","H",7,1,1.94591014905531,2.64575131106459
"249","KD5D_",25,1,2018,"3_","4_",1005,23.86,20.78,4.18,83,1,"KD5D_3_4_1005","V","HB",2,10,"VISIT1","HP6","H",6,1,1.79175946922805,2.44948974278318
"250","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed",11,94,"VISIT1","SP4","S",4,1,1.38629436111989,2
"251","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT1","SP9","S",9,1,2.19722457733622,3
"252","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT1","HP4","H",4,1,1.38629436111989,2
"253","KD5D_",25,1,2018,"3_","4_",1009,23.03,19.9,4.1,109,3,"KD5D_3_4_1009","V","HB",8,190,"VISIT1","HP43","H",43,1,3.76120011569356,6.557438524302
"255","KD6D_",26,1,2018,"30_","4_",1014,23.79,21.26,4.87,121,3,"KD6D_30_4_1014","V","HB",4,147,"VISIT1","HP23","H",23,1,3.13549421592915,4.79583152331272
"256","KD6D_",26,1,2018,"30_","4_",1015,25.96,22.3,5.32,122,3,"KD6D_30_4_1015","V","HB",9,165,"VISIT1","HP11","H",11,1,2.39789527279837,3.3166247903554
"257","KD6D_",26,1,2018,"28_","6_",1016,16.82,18.89,2.72,39,2,"KD6D_28_6_1016","V","Mixed",8,214,"VISIT1","HP6","H",6,1,1.79175946922805,2.44948974278318
"258","KD6D_",26,1,2018,"28_","6_",1017,17.57,16.93,2.55,85,3,"KD6D_28_6_1017","V","HB",10,59,"VISIT1","HP3","H",3,1,1.09861228866811,1.73205080756888
"259","KD6D_",26,1,2018,"28_","6_",1018,19.53,17.44,2.68,79,3,"KD6D_28_6_1018","V","HB",8,108,"VISIT1","HP10","H",10,1,2.30258509299405,3.16227766016838
"276","KD6D_",26,1,2018,"23_","10_",1035,5.39,7.41,0.05,4,1,"KD6D_23_10_1035","V","HB",1,3,"VISIT1","HP3","H",3,1,1.09861228866811,1.73205080756888
"277","KD6D_",26,1,2018,"23_","10_",1036,19.48,18.24,2.38,94,2,"KD6D_23_10_1036","V","HB",7,35,"VISIT1","HP8","H",8,1,2.07944154167984,2.82842712474619
"278","KD6D_",26,1,2018,"23_","10_",1037,19.51,17.07,2.3,88,3,"KD6D_23_10_1037","V","HB",3,13,"VISIT1","HP4","H",4,1,1.38629436111989,2
"279","KD6D_",26,1,2018,"23_","10_",1038,18.54,15.24,1.94,88,2,"KD6D_23_10_1038","V","HB",8,37,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"280","KD5D_",26,1,2018,"1_","12_",1050,14.29,12.29,0.95,24,1,"KD5D_1_12_1050","V","HB",3,7,"VISIT1","HP3","H",3,1,1.09861228866811,1.73205080756888
"281","KD5D_",26,1,2018,"1_","12_",1051,17.58,17.35,2.22,78,2,"KD5D_1_12_1051","V","Mixed",10,51,"VISIT1","SP2","S",2,1,0.693147180559945,1.4142135623731
"282","KD5D_",26,1,2018,"1_","12_",1052,18.76,17.5,2.38,92,2,"KD5D_1_12_1052","V","Mixed",6,112,"VISIT1","SP1","S",1,1,0,1
"283","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT1","HP3","H",3,1,1.09861228866811,1.73205080756888
"285","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed",11,208,"VISIT1","SN31","S",31,1,3.43398720448515,5.56776436283002
"286","KD5C_",26,1,2018,"25_","3_",1056,9.28,14.54,0.82,12,1,"KD5C_25_3_1056","V","HB",7,88,"VISIT1","HN64","H",64,1,4.15888308335967,8
"287","KD5C_",26,1,2018,"25_","3_",1057,15.97,16.7,1.83,27,1,"KD5C_25_3_1057","V","HB",10,131,"VISIT1","HP25","H",25,1,3.2188758248682,5
"288","KD5C_",26,1,2018,"25_","3_",1058,22.28,18.95,3.84,87,2,"KD5C_25_3_1058","V","HB",6,63,"VISIT1","HN43","H",43,1,3.76120011569356,6.557438524302
"289","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT1","HP24","H",24,1,3.17805383034795,4.89897948556636
"290","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT1","HP38","H",38,1,3.63758615972639,6.16441400296898
"291","KD5C_",26,1,2018,"34_","2_",1067,11.29,14.6,1.29,18,1,"KD5C_34_2_1067","V","HB",10,120,"VISIT1","HP15","H",15,1,2.70805020110221,3.87298334620742
"292","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed",11,113,"VISIT1","HP12","H",12,1,2.484906649788,3.46410161513775
"293","KD5C_",26,1,2018,"34_","2_",1069,15.61,14.64,1.8,78,3,"KD5C_34_2_1069","V","HB",5,148,"VISIT1","HP23","H",23,1,3.13549421592915,4.79583152331272
"294","KD12B_",21,2,2018,"9_","2_",1217,21.57,19.68,3.79,91,2,"KD12B_9_2_1217","V","HB",1,5,"VISIT1","HP5","H",5,1,1.6094379124341,2.23606797749979
"295","KD12B_",21,2,2018,"9_","2_",1218,20.31,18.51,3.76,103,2,"KD12B_9_2_1218","V","HB",3,50,"VISIT1","HP2","H",2,1,0.693147180559945,1.4142135623731
"296","KD12B_",21,2,2018,"9_","2_",1219,19.43,19.67,3.73,93,3,"KD12B_9_2_1219","V","Mixed",5,82,"VISIT1","HN41","H",41,1,3.71357206670431,6.40312423743285
"297","KD12B_",21,2,2018,"7_","3_",1220,15.38,16.93,1.88,55,1,"KD12B_7_3_1220","V","HB",3,14,"VISIT1","HN9","H",9,1,2.19722457733622,3
"298","KD12B_",21,2,2018,"7_","3_",1221,13.63,18.84,2.11,28,1,"KD12B_7_3_1221","V","HB",1,8,"VISIT1","HP8","H",8,1,2.07944154167984,2.82842712474619
"299","KD12B_",21,2,2018,"7_","3_",1222,19.7,19.22,3.1,99,2,"KD12B_7_3_1222","V","HB",10,68,"VISIT1","HP8","H",8,1,2.07944154167984,2.82842712474619
"300","KD12B_",21,2,2018,"7_","4_",1223,19.2,21.28,3.49,72,1,"KD12B_7_4_1223","V","HB",3,86,"VISIT1","HN69","H",69,1,4.23410650459726,8.30662386291807
"301","KD12B_",21,2,2018,"7_","4_",1224,18.73,20.26,3.7,102,2,"KD12B_7_4_1224","V","HB",1,17,"VISIT1","HP17","H",17,1,2.83321334405622,4.12310562561766
"302","KD12B_",21,2,2018,"7_","4_",1225,21.45,20.24,4.14,105,3,"KD12B_7_4_1225","V","HB",1,42,"VISIT1","HP42","H",42,1,3.73766961828337,6.48074069840786
"303","KD12B_",21,2,2018,"2_","8_",1226,20.35,19.11,3.63,98,2,"KD12B_2_8_1226","V","Mixed",5,80,"VISIT1","HP10","H",10,1,2.30258509299405,3.16227766016838
"304","KD12B_",21,2,2018,"2_","8_",1227,10.16,17.74,1.26,12,1,"KD12B_2_8_1227","V","SB",1,5,"VISIT1","SP5","S",5,1,1.6094379124341,2.23606797749979
"305","KD12B_",22,2,2018,"2_","3_",1228,19.87,17.59,2.87,100,2,"KD12B_2_3_1228","V","Mixed",3,64,"VISIT1","HP8","H",8,1,2.07944154167984,2.82842712474619
"306","KD12B_",22,2,2018,"2_","3_",1229,22.26,19.59,4.15,107,2,"KD12B_2_3_1229","V","Mixed",10,199,"VISIT1","HP6","H",6,1,1.79175946922805,2.44948974278318
"307","KD12B_",22,2,2018,"2_","3_",1230,20.64,17.91,3.31,115,2,"KD12B_2_3_1230","V","HB",10,116,"VISIT1","HN40","H",40,1,3.68887945411394,6.32455532033676
"308","KD12B_",22,2,2018,"5_","5_",1231,18.71,18.41,3.21,78,3,"KD12B_5_5_1231","V","Mixed",3,133,"VISIT1","SP45","S",45,1,3.80666248977032,6.70820393249937
"309","KD12B_",22,2,2018,"5_","5_",1232,18.26,19.26,3.22,80,3,"KD12B_5_5_1232","V","Mixed",5,67,"VISIT1","HP6","H",6,1,1.79175946922805,2.44948974278318
"310","KD12B_",22,2,2018,"5_","5_",1233,18.78,19.32,3.12,72,2,"KD12B_5_5_1233","V","Mixed",3,40,"VISIT1","SP21","S",21,1,3.04452243772342,4.58257569495584
"311","KD12B_",22,2,2018,"5_","5_",1234,16.89,17.95,2.88,68,2,"KD12B_5_5_1234","V","Mixed",3,104,"VISIT1","HN45","H",45,1,3.80666248977032,6.70820393249937
"312","KD12B_",22,2,2018,"5_","8_",1235,16.31,16.06,2.01,75,2,"KD12B_5_8_1235","V","SB",3,34,"VISIT1","SP5","S",5,1,1.6094379124341,2.23606797749979
"313","KD12B_",22,2,2018,"5_","8_",1236,16.47,17.57,1.92,51,1,"KD12B_5_8_1236","V","SB",1,12,"VISIT1","SN12","S",12,1,2.484906649788,3.46410161513775
"315","KD12B_",22,2,2018,"5_","10_",1238,24.45,21.05,5.09,120,2,"KD12B_5_10_1238","V","SB",1,4,"VISIT1","SP4","S",4,1,1.38629436111989,2
"317","KD12B_",23,2,2018,"2_","1_",1240,22.78,21.08,4.45,102,2,"KD12B_2_1_1240","V","SB",3,47,"VISIT1","SP30","S",30,1,3.40119738166216,5.47722557505166
"318","KD12B_",23,2,2018,"2_","1_",1241,16.06,20.29,2.48,38,1,"KD12B_2_1_1241","V","SB",1,26,"VISIT1","SP26","S",26,1,3.25809653802148,5.09901951359278
"319","KD12B_",23,2,2018,"2_","1_",1242,23.89,18.85,4.2,123,2,"KD12B_2_1_1242","V","SB",1,5,"VISIT1","SP5","S",5,1,1.6094379124341,2.23606797749979
"320","KD12B_",23,2,2018,"2_","1_",1243,24.42,22.29,5.02,113,2,"KD12B_2_1_1243","V","SB",3,16,"VISIT1","SP10","S",10,1,2.30258509299405,3.16227766016838
"321","KD12B_",23,2,2018,"2_","7_",1244,22.94,21.07,4.75,100,2,"KD12B_2_7_1244","V","SB",1,32,"VISIT1","SP32","S",32,1,3.46573590279973,5.65685424949238
"324","KD12B_",23,2,2018,"9_","11_",1247,20.32,16.62,2.73,106,2,"KD12B_9_11_1247","V","SB",1,59,"VISIT1","SP59","S",59,1,4.07753744390572,7.68114574786861
"325","KD12B_",23,2,2018,"9_","11_",1248,18.45,16.87,2.61,89,2,"KD12B_9_11_1248","V","SB",1,63,"VISIT1","SN63","S",63,1,4.14313472639153,7.93725393319377
"479","24I_",NA,NA,2017,"46_","2_",704,14.03,17.05,1.95,46,2,"24I_46_2_704","V","HB",5,93,"VISIT2","HN3","H",3,2,1.09861228866811,1.73205080756888
"480","24I_",NA,NA,2017,"46_","2_",705,18.05,17.24,3.32,81,1,"24I_46_2_705","V","HB",4,53,"VISIT2","HP8","H",8,2,2.07944154167984,2.82842712474619
"481","24I_",NA,NA,2017,"46_","2_",706,19.65,18.14,3.39,92,2,"24I_46_2_706","V","HB",3,50,"VISIT2","HN40","H",40,2,3.68887945411394,6.32455532033676
"482","24I_",NA,NA,2017,"46_","4_",707,15.86,17.95,2.84,53,1,"24I_46_4_707","V","HB",3,77,"VISIT2","HN2","H",2,2,0.693147180559945,1.4142135623731
"483","24I_",NA,NA,2017,"46_","4_",708,24.36,20.48,4.38,126,3,"24I_46_4_708","V","HB",5,78,"VISIT2","HP6","H",6,2,1.79175946922805,2.44948974278318
"485","24I_",NA,NA,2017,"46_","4_",710,24.57,21.87,5.06,137,3,"24I_46_4_710","V","HB",2,21,"VISIT2","HP11","H",11,2,2.39789527279837,3.3166247903554
"486","24I_",NA,NA,2017,"46_","4_",711,16.89,17.45,2.66,67,2,"24I_46_4_711","V","Mixed",7,95,"VISIT2","HP4","H",4,2,1.38629436111989,2
"487","24I_",NA,NA,2017,"46_","4_",712,12.7,16.54,2.93,46,1,"24I_46_4_712","V","SB",4,78,"VISIT2","SN19","S",19,2,2.94443897916644,4.35889894354067
"488","24I_",NA,NA,2017,"46_","17_",719,17.19,18.9,3.11,82,2,"24I_46_17_719","V","HB",6,118,"VISIT2","HN60","H",60,2,4.0943445622221,7.74596669241483
"489","24I_",NA,NA,2017,"46_","17_",720,15.79,19.62,2.42,63,2,"24I_46_17_720","V","HB",2,53,"VISIT2","HP21","H",21,2,3.04452243772342,4.58257569495584
"490","24I_",NA,NA,2017,"46_","17_",721,19.72,17.37,2.08,31,1,"24I_46_17_721","V","HB",4,52,"VISIT2","HN25","H",25,2,3.2188758248682,5
"492","24I_",NA,NA,2017,"46_","17_",723,16.32,19.86,3.04,64,1,"24I_46_17_723","V","HB",6,94,"VISIT2","HP14","H",14,2,2.63905732961526,3.74165738677394
"493","24I_",NA,NA,2017,"46_","27_",728,17.24,15.44,2.21,69,2,"24I_46_27_728","V","Mixed",6,349,"VISIT2","SP47","S",47,2,3.85014760171006,6.85565460040104
"495","24I_",NA,NA,2017,"46_","27_",730,17.46,14.56,1.96,52,2,"24I_46_27_730","V","HB",5,153,"VISIT2","HP5","H",5,2,1.6094379124341,2.23606797749979
"496","24I_",NA,NA,2017,"46_","27_",731,13.27,13.86,1.29,56,1,"24I_46_27_731","V","HB",6,143,"VISIT2","HP20","H",20,2,2.99573227355399,4.47213595499958
"497","24I_",NA,NA,2017,"46_","27_",732,16.35,16.02,2.34,97,3,"24I_46_27_732","V","HB",2,71,"VISIT2","HP4","H",4,2,1.38629436111989,2
"498","24I_",NA,NA,2017,"46_","27_",733,16.78,16.17,2.25,67,2,"24I_46_27_733","V","Mixed",4,123,"VISIT2","SP12","S",12,2,2.484906649788,3.46410161513775
"499","24I_",NA,NA,2017,"6_","1_",734,23.22,20.64,3.62,107,2,"24I_6_1_734","V","HB",4,26,"VISIT2","HP6","H",6,2,1.79175946922805,2.44948974278318
"501","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT2","SP4","S",4,2,1.38629436111989,2
"502","24I_",NA,NA,2017,"6_","1_",737,20.76,19.98,3.4,98,3,"24I_6_1_737","V","HB",2,10,"VISIT2","HP4","H",4,2,1.38629436111989,2
"503","24I_",NA,NA,2017,"6_","1_",738,7.61,14.6,0.75,13,1,"24I_6_1_738","V","HB",6,56,"VISIT2","HP4","H",4,2,1.38629436111989,2
"504","24I_",NA,NA,2017,"6_","1_",739,19.01,18.13,2.56,76,2,"24I_6_1_739","V","HB",5,42,"VISIT2","HP26","H",26,2,3.25809653802148,5.09901951359278
"511","24I_",NA,NA,2017,"6_","12_",748,5.49,11.97,0.29,6,1,"24I_6_12_748","V","Mixed",4,41,"VISIT2","SP18","S",18,2,2.89037175789616,4.24264068711928
"512","24I_",NA,NA,2017,"6_","12_",749,10.53,17.72,1.2,19,1,"24I_6_12_749","V","HB",2,54,"VISIT2","HP10","H",10,2,2.30258509299405,3.16227766016838
"514","24I_",NA,NA,2017,"6_","26_",751,18.93,17.49,2.31,81,2,"24I_6_26_751","V","SB",2,12,"VISIT2","SP5","S",5,2,1.6094379124341,2.23606797749979
"515","24I_",NA,NA,2017,"6_","26_",752,21.89,19.62,3.46,112,3,"24I_6_26_752","V","Mixed",7,75,"VISIT2","SN7","S",7,2,1.94591014905531,2.64575131106459
