"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","Total.visits","TOTAL.TIME","variable","value","poll.sp","v.d","ord.v","log.vd","sqrt.vd"
"3956","KD8_",23,1,2018,"1_","5_",890,18.9,19.13,2.6,44,1,"KD8_1_5_890","V","Mixed",12,183,"VISIT9","HP3","H",3,9,1.09861228866811,1.73205080756888
"3959","KD8_",23,1,2018,"1_","8_",893,18.82,16.29,2.53,105,3,"KD8_1_8_893","V","Mixed",10,76,"VISIT9","SP4","S",4,9,1.38629436111989,2
"3960","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed",13,133,"VISIT9","HP5","H",5,9,1.6094379124341,2.23606797749979
"3961","KD8_",23,1,2018,"1_","8_",895,17.95,15.49,1.93,74,3,"KD8_1_8_895","V","Mixed",11,161,"VISIT9","SP7","S",7,9,1.94591014905531,2.64575131106459
"3966","KD8_",23,1,2018,"1_","14_",900,12.71,12.39,0.82,42,1,"KD8_1_14_900","V","HB",11,64,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"3973","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT9","SP36","S",36,9,3.58351893845611,6
"3974","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT9","SP7","S",7,9,1.94591014905531,2.64575131106459
"3975","KD5D_",23,1,2018,"3_","2_",909,21.51,17.88,3.23,103,3,"KD5D_3_2_909","V","Mixed",9,116,"VISIT9","SP3","S",3,9,1.09861228866811,1.73205080756888
"3977","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT9","SP21","S",21,9,3.04452243772342,4.58257569495584
"3978","KD5D_",23,1,2018,"3_","8_",912,16.22,19.79,2.82,48,2,"KD5D_3_8_912","V","Mixed",9,188,"VISIT9","SP6","S",6,9,1.79175946922805,2.44948974278318
"3982","KD5D_",23,1,2018,"3_","14_",916,11.93,10.01,0.52,60,1,"KD5D_3_14_916","V","Mixed",10,120,"VISIT9","HP6","H",6,9,1.79175946922805,2.44948974278318
"3987","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT9","SP34","S",34,9,3.52636052461616,5.8309518948453
"3988","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT9","HP14","H",14,9,2.63905732961526,3.74165738677394
"3989","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT9","HP3","H",3,9,1.09861228866811,1.73205080756888
"3991","KD6D_",24,1,2018,"28_","4_",933,13.59,11.38,0.81,57,2,"KD6D_28_4_933","V","HB",9,49,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"3996","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"3998","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT9","HP7","H",7,9,1.94591014905531,2.64575131106459
"4001","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT9","HP16","H",16,9,2.77258872223978,4
"4002","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"4003","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed",11,82,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"4004","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed",11,104,"VISIT9","HP4","H",4,9,1.38629436111989,2
"4005","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT9","SP4","S",4,9,1.38629436111989,2
"4009","KD6D_",24,1,2018,"20_","8_",960,12.21,20.14,1.33,29,1,"KD6D_20_8_960","V","HB",9,43,"VISIT9","HP13","H",13,9,2.56494935746154,3.60555127546399
"4013","KD8_",24,1,2018,"1_","3_",964,16.21,16.09,2.05,62,1,"KD8_1_3_964","V","HB",10,87,"VISIT9","HP4","H",4,9,1.38629436111989,2
"4014","KD8_",24,1,2018,"1_","3_",965,19.3,16.46,2.7,73,2,"KD8_1_3_965","V","Mixed",11,112,"VISIT9","SP4","S",4,9,1.38629436111989,2
"4017","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT9","HP4","H",4,9,1.38629436111989,2
"4018","KD8_",24,1,2018,"5_","3_",969,20.72,21.02,4.47,100,3,"KD8_5_3_969","V","HB",10,66,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"4027","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT9","HP3","H",3,9,1.09861228866811,1.73205080756888
"4028","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT9","SP3","S",3,9,1.09861228866811,1.73205080756888
"4030","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT9","SP8","S",8,9,2.07944154167984,2.82842712474619
"4033","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT9","SN29","S",29,9,3.36729582998647,5.3851648071345
"4034","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT9","HP42","H",42,9,3.73766961828337,6.48074069840786
"4036","KD5C_",25,1,2018,"30_","5_",988,16.8,16.73,2.23,57,2,"KD5C_30_5_988","V","Mixed",9,96,"VISIT9","SP3","S",3,9,1.09861228866811,1.73205080756888
"4037","KD5C_",25,1,2018,"30_","5_",989,17.88,18.89,2.98,64,1,"KD5C_30_5_989","V","Mixed",10,67,"VISIT9","SP4","S",4,9,1.38629436111989,2
"4038","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT9","2",NA,2,9,0.693147180559945,1.4142135623731
"4039","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT9","SP2","S",2,9,0.693147180559945,1.4142135623731
"4046","KD5C_",25,1,2018,"25_","8_",1002,20.45,18.03,2.81,94,3,"KD5C_25_8_1002","V","Mixed",9,68,"VISIT9","SP4","S",4,9,1.38629436111989,2
"4050","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed",11,94,"VISIT9","HP8","H",8,9,2.07944154167984,2.82842712474619
"4051","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT9","HP18","H",18,9,2.89037175789616,4.24264068711928
"4052","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT9","SP10","S",10,9,2.30258509299405,3.16227766016838
"4056","KD6D_",26,1,2018,"30_","4_",1015,25.96,22.3,5.32,122,3,"KD6D_30_4_1015","V","HB",9,165,"VISIT9","HP14","H",14,9,2.63905732961526,3.74165738677394
"4058","KD6D_",26,1,2018,"28_","6_",1017,17.57,16.93,2.55,85,3,"KD6D_28_6_1017","V","HB",10,59,"VISIT9","HN19","H",19,9,2.94443897916644,4.35889894354067
"4081","KD5D_",26,1,2018,"1_","12_",1051,17.58,17.35,2.22,78,2,"KD5D_1_12_1051","V","Mixed",10,51,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"4083","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"4085","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed",11,208,"VISIT9","HP4","H",4,9,1.38629436111989,2
"4087","KD5C_",26,1,2018,"25_","3_",1057,15.97,16.7,1.83,27,1,"KD5C_25_3_1057","V","HB",10,131,"VISIT9","HP5","H",5,9,1.6094379124341,2.23606797749979
"4089","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT9","HP8","H",8,9,2.07944154167984,2.82842712474619
"4090","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT9","HP16","H",16,9,2.77258872223978,4
"4091","KD5C_",26,1,2018,"34_","2_",1067,11.29,14.6,1.29,18,1,"KD5C_34_2_1067","V","HB",10,120,"VISIT9","HP1","H",1,9,0,1
"4092","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed",11,113,"VISIT9","SP24","S",24,9,3.17805383034795,4.89897948556636
"4099","KD12B_",21,2,2018,"7_","3_",1222,19.7,19.22,3.1,99,2,"KD12B_7_3_1222","V","HB",10,68,"VISIT9","HP2","H",2,9,0.693147180559945,1.4142135623731
"4106","KD12B_",22,2,2018,"2_","3_",1229,22.26,19.59,4.15,107,2,"KD12B_2_3_1229","V","Mixed",10,199,"VISIT9","HP6","H",6,9,1.79175946922805,2.44948974278318
"4107","KD12B_",22,2,2018,"2_","3_",1230,20.64,17.91,3.31,115,2,"KD12B_2_3_1230","V","HB",10,116,"VISIT9","HP7","H",7,9,1.94591014905531,2.64575131106459
"4301","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT10","SP6","S",6,10,1.79175946922805,2.44948974278318
"4331","KD5D_",18,1,2018,"1_","15_",782,25.44,22.67,5.81,123,3,"KD5D_1_15_782","V","Mixed",14,206,"VISIT10","HP30","H",30,10,3.40119738166216,5.47722557505166
"4332","KD5D_",18,1,2018,"1_","15_",783,21.4,22.83,4.74,83,2,"KD5D_1_15_783","V","Mixed",12,262,"VISIT10","HP12","H",12,10,2.484906649788,3.46410161513775
"4335","KD5D_",18,1,2018,"1_","17_",786,21.77,19.59,3.97,91,3,"KD5D_1_17_786","V","Mixed",12,213,"VISIT10","SP47","S",47,10,3.85014760171006,6.85565460040104
"4336","KD5D_",18,1,2018,"1_","17_",787,21.21,19.74,3.88,95,3,"KD5D_1_17_787","V","Mixed",10,129,"VISIT10","HP10","H",10,10,2.30258509299405,3.16227766016838
"4340","KD6D_",18,1,2018,"30_","9_",791,19.7,19.79,3.99,90,3,"KD6D_30_9_791","V","HB",16,200,"VISIT10","HP7","H",7,10,1.94591014905531,2.64575131106459
"4341","KD6D_",18,1,2018,"30_","9_",792,21.27,20.17,4.09,107,3,"KD6D_30_9_792","V","HB",10,147,"VISIT10","HP9","H",9,10,2.19722457733622,3
"4343","KD6D_",18,1,2018,"23_","5_",794,21.22,17.77,3.16,92,2,"KD6D_23_5_794","V","HB",12,111,"VISIT10","HP9","H",9,10,2.19722457733622,3
"4346","KD6D_",18,1,2018,"23_","5_",797,26.79,22.87,5.9,118,3,"KD6D_23_5_797","V","HB",13,160,"VISIT10","HN79","H",79,10,4.36944785246702,8.88819441731559
"4347","KD8_",18,1,2018,"1_","11_",798,19.85,18.91,3.11,109,2,"KD8_1_11_798","V","Mixed",17,160,"VISIT10","SN50","S",50,10,3.91202300542815,7.07106781186548
"4349","KD8_",18,1,2018,"1_","11_",800,22.07,21.19,4,93,2,"KD8_1_11_800","V","HB",12,281,"VISIT10","HP5","H",5,10,1.6094379124341,2.23606797749979
"4352","KD8_",18,1,2018,"5_","14_",803,20.28,18.7,2.9,113,2,"KD8_5_14_803","V","HB",10,70,"VISIT10","HP4","H",4,10,1.38629436111989,2
"4354","KD6C_",19,1,2018,"1_","2_",805,24.09,22.07,4.51,122,3,"KD6C_1_2_805","V","Mixed",17,200,"VISIT10","SP22","S",22,10,3.09104245335832,4.69041575982343
"4355","KD6C_",19,1,2018,"1_","2_",806,20.35,19.74,3.43,104,3,"KD6C_1_2_806","V","Mixed",13,121,"VISIT10","HP5","H",5,10,1.6094379124341,2.23606797749979
"4358","KD6C_",19,1,2018,"1_","3_",809,18.98,19.6,2.78,41,1,"KD6C_1_3_809","V","Mixed",13,270,"VISIT10","SP9","S",9,10,2.19722457733622,3
"4361","KD6C_",19,1,2018,"1_","3_",812,23.23,20.74,4.72,124,3,"KD6C_1_3_812","V","Mixed",13,124,"VISIT10","HP4","H",4,10,1.38629436111989,2
"4365","KD8_",19,1,2018,"5_","1_",816,18.32,17.89,3.37,75,2,"KD8_5_1_816","V","Mixed",12,136,"VISIT10","HP3","H",3,10,1.09861228866811,1.73205080756888
"4369","KD6C_",19,1,2018,"3_","6_",822,16.6,14.44,1.57,75,1,"KD6C_3_6_822","V","Mixed",10,121,"VISIT10","HP2","H",2,10,0.693147180559945,1.4142135623731
"4376","KD6C_",22,1,2018,"1_","10_",832,22.16,20.11,3.74,124,3,"KD6C_1_10_832","V","Mixed",29,292,"VISIT10","HP6","H",6,10,1.79175946922805,2.44948974278318
"4377","KD6C_",22,1,2018,"1_","10_",833,21.43,20.05,3.68,127,3,"KD6C_1_10_833","V","Mixed",10,106,"VISIT10","SP8","S",8,10,2.07944154167984,2.82842712474619
"4379","KD6C_",22,1,2018,"3_","8_",835,16.94,15.86,1.96,70,2,"KD6C_3_8_835","V","Mixed",12,118,"VISIT10","HP3","H",3,10,1.09861228866811,1.73205080756888
"4380","KD6C_",22,1,2018,"3_","8_",836,16.76,15.99,2.11,86,3,"KD6C_3_8_836","V","Mixed",11,182,"VISIT10","SP3","S",3,10,1.09861228866811,1.73205080756888
"4382","KD6C_",22,1,2018,"3_","8_",838,16.44,16.12,2.13,78,2,"KD6C_3_8_838","V","Mixed",15,80,"VISIT10","SP7","S",7,10,1.94591014905531,2.64575131106459
"4383","KD6C_",22,1,2018,"5_","2_",839,20.47,18.22,3.57,96,3,"KD6C_5_2_839","V","Mixed",20,147,"VISIT10","SP2","S",2,10,0.693147180559945,1.4142135623731
"4384","KD6C_",22,1,2018,"5_","2_",840,19.83,18.76,3.42,92,3,"KD6C_5_2_840","V","Mixed",15,146,"VISIT10","HP50","H",50,10,3.91202300542815,7.07106781186548
"4387","KD6C_",22,1,2018,"5_","4_",843,14.1,13.17,1.03,65,1,"KD6C_5_4_843","V","Mixed",10,124,"VISIT10","HP3","H",3,10,1.09861228866811,1.73205080756888
"4389","KD6C_",22,1,2018,"5_","4_",845,15.76,16.22,1.63,42,1,"KD6C_5_4_845","V","Mixed",13,105,"VISIT10","SP4","S",4,10,1.38629436111989,2
"4392","KD6C_",22,1,2018,"5_","7_",848,16.5,18.48,2.66,41,1,"KD6C_5_7_848","V","Mixed",10,145,"VISIT10","HP3","H",3,10,1.09861228866811,1.73205080756888
"4393","KD6C_",22,1,2018,"5_","7_",849,19.53,17.95,3.12,60,1,"KD6C_5_7_849","V","Mixed",13,118,"VISIT10","SP4","S",4,10,1.38629436111989,2
"4398","KD8_",22,1,2018,"3_","3_",854,20.17,19.39,3.93,95,3,"KD8_3_3_854","V","Mixed",18,199,"VISIT10","SP5","S",5,10,1.6094379124341,2.23606797749979
"4399","KD8_",22,1,2018,"3_","3_",855,21.73,20.51,4.32,93,2,"KD8_3_3_855","V","Mixed",13,112,"VISIT10","HP14","H",14,10,2.63905732961526,3.74165738677394
"4403","KD8_",22,1,2018,"3_","5_",859,21.37,21.1,4.49,113,3,"KD8_3_5_859","V","Mixed",16,174,"VISIT10","SP14","S",14,10,2.63905732961526,3.74165738677394
"4407","KD8_",22,1,2018,"3_","8_",863,22.41,20.39,4.42,107,3,"KD8_3_8_863","V","Mixed",14,253,"VISIT10","HP45","H",45,10,3.80666248977032,6.70820393249937
"4408","KD8_",22,1,2018,"3_","8_",864,22.74,20.48,4.7,103,3,"KD8_3_8_864","V","SB",10,167,"VISIT10","SP30","S",30,10,3.40119738166216,5.47722557505166
"4410","KD8_",22,1,2018,"3_","2_",866,21.18,19.47,3.68,105,2,"KD8_3_2_866","V","Mixed",10,123,"VISIT10","SP26","S",26,10,3.25809653802148,5.09901951359278
"4411","KD8_",22,1,2018,"3_","2_",867,21.45,19.92,4.09,95,2,"KD8_3_2_867","V","SB",16,185,"VISIT10","SP6","S",6,10,1.79175946922805,2.44948974278318
"4415","KD8_",23,1,2018,"3_","11_",871,14.97,13.69,1.18,67,2,"KD8_3_11_871","V","Mixed",16,158,"VISIT10","SP2","S",2,10,0.693147180559945,1.4142135623731
"4431","KD8_",23,1,2018,"1_","5_",890,18.9,19.13,2.6,44,1,"KD8_1_5_890","V","Mixed",12,183,"VISIT10","SP7","S",7,10,1.94591014905531,2.64575131106459
"4434","KD8_",23,1,2018,"1_","8_",893,18.82,16.29,2.53,105,3,"KD8_1_8_893","V","Mixed",10,76,"VISIT10","HP5","H",5,10,1.6094379124341,2.23606797749979
"4435","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed",13,133,"VISIT10","SP2","S",2,10,0.693147180559945,1.4142135623731
"4436","KD8_",23,1,2018,"1_","8_",895,17.95,15.49,1.93,74,3,"KD8_1_8_895","V","Mixed",11,161,"VISIT10","SP23","S",23,10,3.13549421592915,4.79583152331272
"4441","KD8_",23,1,2018,"1_","14_",900,12.71,12.39,0.82,42,1,"KD8_1_14_900","V","HB",11,64,"VISIT10","HP5","H",5,10,1.6094379124341,2.23606797749979
"4448","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT10","SP11","S",11,10,2.39789527279837,3.3166247903554
"4449","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT10","SP35","S",35,10,3.55534806148941,5.91607978309962
"4452","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT10","SP5","S",5,10,1.6094379124341,2.23606797749979
"4457","KD5D_",23,1,2018,"3_","14_",916,11.93,10.01,0.52,60,1,"KD5D_3_14_916","V","Mixed",10,120,"VISIT10","SP13","S",13,10,2.56494935746154,3.60555127546399
"4462","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT10","HP82","H",82,10,4.40671924726425,9.05538513813742
"4463","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT10","HP6","H",6,10,1.79175946922805,2.44948974278318
"4464","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT10","SP40","S",40,10,3.68887945411394,6.32455532033676
"4471","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT10","SN38","S",38,10,3.63758615972639,6.16441400296898
"4473","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT10","SP2","S",2,10,0.693147180559945,1.4142135623731
"4476","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT10","SP5","S",5,10,1.6094379124341,2.23606797749979
"4477","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT10","HP3","H",3,10,1.09861228866811,1.73205080756888
"4478","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed",11,82,"VISIT10","SP2","S",2,10,0.693147180559945,1.4142135623731
"4479","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed",11,104,"VISIT10","HP45","H",45,10,3.80666248977032,6.70820393249937
"4488","KD8_",24,1,2018,"1_","3_",964,16.21,16.09,2.05,62,1,"KD8_1_3_964","V","HB",10,87,"VISIT10","HP13","H",13,10,2.56494935746154,3.60555127546399
"4489","KD8_",24,1,2018,"1_","3_",965,19.3,16.46,2.7,73,2,"KD8_1_3_965","V","Mixed",11,112,"VISIT10","HP2","H",2,10,0.693147180559945,1.4142135623731
"4492","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT10","HP2","H",2,10,0.693147180559945,1.4142135623731
"4493","KD8_",24,1,2018,"5_","3_",969,20.72,21.02,4.47,100,3,"KD8_5_3_969","V","HB",10,66,"VISIT10","HP1","H",1,10,0,1
"4502","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT10","HP5","H",5,10,1.6094379124341,2.23606797749979
"4503","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT10","SP7","S",7,10,1.94591014905531,2.64575131106459
"4505","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT10","SP12","S",12,10,2.484906649788,3.46410161513775
"4508","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT10","SP17","S",17,10,2.83321334405622,4.12310562561766
"4509","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT10","HP2","H",2,10,0.693147180559945,1.4142135623731
"4512","KD5C_",25,1,2018,"30_","5_",989,17.88,18.89,2.98,64,1,"KD5C_30_5_989","V","Mixed",10,67,"VISIT10","SP5","S",5,10,1.6094379124341,2.23606797749979
"4513","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT10","SP18","S",18,10,2.89037175789616,4.24264068711928
"4514","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT10","SP7","S",7,10,1.94591014905531,2.64575131106459
"4525","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed",11,94,"VISIT10","HP12","H",12,10,2.484906649788,3.46410161513775
"4526","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT10","HP3","H",3,10,1.09861228866811,1.73205080756888
"4527","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT10","HP2","H",2,10,0.693147180559945,1.4142135623731
"4533","KD6D_",26,1,2018,"28_","6_",1017,17.57,16.93,2.55,85,3,"KD6D_28_6_1017","V","HB",10,59,"VISIT10","HP1","H",1,10,0,1
"4556","KD5D_",26,1,2018,"1_","12_",1051,17.58,17.35,2.22,78,2,"KD5D_1_12_1051","V","Mixed",10,51,"VISIT10","HP10","H",10,10,2.30258509299405,3.16227766016838
"4558","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT10","HP3","H",3,10,1.09861228866811,1.73205080756888
"4560","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed",11,208,"VISIT10","HP6","H",6,10,1.79175946922805,2.44948974278318
"4562","KD5C_",26,1,2018,"25_","3_",1057,15.97,16.7,1.83,27,1,"KD5C_25_3_1057","V","HB",10,131,"VISIT10","HP1","H",1,10,0,1
"4564","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT10","SP3","S",3,10,1.09861228866811,1.73205080756888
"4565","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT10","HP2","H",2,10,0.693147180559945,1.4142135623731
"4566","KD5C_",26,1,2018,"34_","2_",1067,11.29,14.6,1.29,18,1,"KD5C_34_2_1067","V","HB",10,120,"VISIT10","HP2","H",2,10,0.693147180559945,1.4142135623731
"4567","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed",11,113,"VISIT10","HP10","H",10,10,2.30258509299405,3.16227766016838
"4581","KD12B_",22,2,2018,"2_","3_",1229,22.26,19.59,4.15,107,2,"KD12B_2_3_1229","V","Mixed",10,199,"VISIT10","HP32","H",32,10,3.46573590279973,5.65685424949238
"4582","KD12B_",22,2,2018,"2_","3_",1230,20.64,17.91,3.31,115,2,"KD12B_2_3_1230","V","HB",10,116,"VISIT10","HP1","H",1,10,0,1
"4776","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT11","HP4","H",4,11,1.38629436111989,2
"4806","KD5D_",18,1,2018,"1_","15_",782,25.44,22.67,5.81,123,3,"KD5D_1_15_782","V","Mixed",14,206,"VISIT11","HP11","H",11,11,2.39789527279837,3.3166247903554
"4807","KD5D_",18,1,2018,"1_","15_",783,21.4,22.83,4.74,83,2,"KD5D_1_15_783","V","Mixed",12,262,"VISIT11","HP13","H",13,11,2.56494935746154,3.60555127546399
"4810","KD5D_",18,1,2018,"1_","17_",786,21.77,19.59,3.97,91,3,"KD5D_1_17_786","V","Mixed",12,213,"VISIT11","HN15","H",15,11,2.70805020110221,3.87298334620742
"4815","KD6D_",18,1,2018,"30_","9_",791,19.7,19.79,3.99,90,3,"KD6D_30_9_791","V","HB",16,200,"VISIT11","HP35","H",35,11,3.55534806148941,5.91607978309962
"4818","KD6D_",18,1,2018,"23_","5_",794,21.22,17.77,3.16,92,2,"KD6D_23_5_794","V","HB",12,111,"VISIT11","HP8","H",8,11,2.07944154167984,2.82842712474619
"4821","KD6D_",18,1,2018,"23_","5_",797,26.79,22.87,5.9,118,3,"KD6D_23_5_797","V","HB",13,160,"VISIT11","HP4","H",4,11,1.38629436111989,2
"4822","KD8_",18,1,2018,"1_","11_",798,19.85,18.91,3.11,109,2,"KD8_1_11_798","V","Mixed",17,160,"VISIT11","HP4","H",4,11,1.38629436111989,2
"4824","KD8_",18,1,2018,"1_","11_",800,22.07,21.19,4,93,2,"KD8_1_11_800","V","HB",12,281,"VISIT11","HP3","H",3,11,1.09861228866811,1.73205080756888
"4829","KD6C_",19,1,2018,"1_","2_",805,24.09,22.07,4.51,122,3,"KD6C_1_2_805","V","Mixed",17,200,"VISIT11","SN10","S",10,11,2.30258509299405,3.16227766016838
